utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651819695,-17,10,7,-4.5
1651819697,-28,2,23,8.0
1651819699,-28,9,23,0.0
1651819701,-26,9,18,-2.5
1651819703,-27,9,21,1.5
1651819705,-22,3,12,-4.5
1651819707,-27,3,21,4.5
1651819709,-27,9,21,0.0
1651819711,-27,9,21,0.0
1651819713,-26,9,18,-1.5
1651819715,-28,9,23,2.5
1651819717,-28,9,23,0.0
1651819719,-25,9,16,-3.5
1651819721,-31,7,33,8.5
1651819723,-29,7,26,-3.5
1651819725,-27,7,21,-2.5
1651819727,-29,7,26,2.5
1651819729,-28,7,23,-1.5
1651819731,-27,7,21,-1.0
1651819733,-28,7,23,1.0
1651819735,-25,7,16,-3.5
1651819737,-27,7,21,2.5
1651819739,-27,7,21,0.0
1651819741,-28,7,23,1.0
1651819743,-27,7,21,-1.0
1651819745,-27,7,21,0.0
1651819747,-27,7,21,0.0
1651819749,-28,14,23,1.0
1651819751,-29,9,26,1.5
1651819753,-27,6,21,-2.5
1651819755,-27,6,21,0.0
1651819757,-17,6,7,-7.0
1651819759,-28,6,23,8.0
1651819761,-27,6,21,-1.0
1651819763,-26,6,18,-1.5
1651819765,-27,6,21,1.5
1651819767,-28,4,23,1.0
1651819769,-26,6,18,-2.5
1651819771,-27,6,21,1.5
1651819773,-27,6,21,0.0
1651819775,-26,3,18,-1.5
1651819777,-26,6,18,0.0
1651819779,-26,6,18,0.0
1651819781,-27,6,21,1.5
1651819783,-30,6,29,4.0
1651819785,-30,13,29,0.0
1651819787,-28,7,23,-3.0
1651819789,-28,7,23,0.0
1651819791,-28,7,23,0.0
1651819793,-28,7,23,0.0
1651819795,-29,7,26,1.5
1651819797,-27,7,21,-2.5
1651819799,-27,7,21,0.0
1651819801,-25,6,16,-2.5
1651819803,-31,6,33,8.5
1651819805,-31,12,33,0.0
1651819807,-27,4,21,-6.0
1651819809,-28,12,23,1.0
1651819811,-28,14,23,0.0
1651819813,-26,12,18,-2.5
1651819815,-29,6,26,4.0
1651819817,-27,12,21,-2.5
1651819819,-27,12,21,0.0
1651819821,-27,12,21,0.0
1651819823,-23,12,13,-4.0
1651819825,-28,13,23,5.0
1651819827,-28,13,23,0.0
1651819829,-29,13,26,1.5
1651819831,-30,13,29,1.5
1651819833,-32,13,37,4.0
1651819835,-30,13,29,-4.0
1651819837,-28,13,23,-3.0
1651819839,-26,13,18,-2.5
1651819841,-29,14,26,4.0
1651819843,-26,14,18,-4.0
1651819845,-29,13,26,4.0
1651819847,-28,7,23,-1.5
1651819849,-27,7,21,-1.0
1651819851,-28,13,23,1.0
1651819853,-28,13,23,0.0
1651819855,-28,13,23,0.0
1651819857,-28,14,23,0.0
1651819859,-28,13,23,0.0
1651819861,-28,7,23,0.0
1651819863,-29,7,26,1.5
1651819865,-29,7,26,0.0
1651819867,-27,7,21,-2.5
1651819869,-30,7,29,4.0
1651819871,-26,7,18,-5.5
1651819873,-29,15,26,4.0
1651819875,-29,15,26,0.0
1651819877,-28,15,23,-1.5
1651819879,-28,15,23,0.0
1651819881,-27,15,21,-1.0
1651819883,-28,5,23,1.0
1651819885,-31,5,33,5.0
1651819887,-29,5,26,-3.5
1651819889,-25,15,16,-5.0
1651819891,-26,5,18,1.0
1651819893,-25,5,16,-1.0
1651819895,-21,13,10,-3.0
1651819897,-21,4,10,0.0
1651819899,-27,4,21,5.5
1651819901,-26,4,18,-1.5
1651819903,-28,4,23,2.5
1651819905,-29,13,26,1.5
1651819907,-29,13,26,0.0
1651819909,-26,3,18,-4.0
1651819911,-29,5,26,4.0
1651819913,-29,5,26,0.0
1651819915,-28,5,23,-1.5
1651819917,-28,5,23,0.0
1651819919,-28,5,23,0.0
1651819921,-29,5,26,1.5
1651819923,-25,5,16,-5.0
1651819925,-27,12,21,2.5
1651819927,-29,12,26,2.5
1651819929,-27,12,21,-2.5
1651819931,-30,12,29,4.0
1651819933,-29,12,26,-1.5
1651819935,-30,5,29,1.5
1651819937,-30,5,29,0.0
1651819939,-30,5,29,0.0
1651819941,-28,5,23,-3.0
1651819943,-28,5,23,0.0
1651819945,-28,5,23,0.0
1651819947,-26,5,18,-2.5
1651819949,-27,5,21,1.5
1651819951,-22,5,12,-4.5
1651819953,-28,5,23,5.5
1651819955,-28,6,23,0.0
1651819957,-30,6,29,3.0
1651819959,-29,6,26,-1.5
1651819961,-29,5,26,0.0
1651819963,-29,4,26,0.0
1651819965,-29,4,26,0.0
1651819967,-29,14,26,0.0
1651819969,-29,14,26,0.0
1651819971,-29,14,26,0.0
1651819973,-29,14,26,0.0
1651819975,-29,14,26,0.0
1651819977,-29,14,26,0.0
1651819979,-29,14,26,0.0
1651819981,-29,14,26,0.0
1651819983,-29,14,26,0.0
1651819985,-29,14,26,0.0
1651819987,-29,14,26,0.0
1651819989,-29,14,26,0.0
1651819991,-29,14,26,0.0
1651819993,-29,14,26,0.0
1651819995,-29,7,26,0.0
1651819997,-29,7,26,0.0
1651819999,-29,7,26,0.0
1651820001,-29,7,26,0.0
1651820003,-29,7,26,0.0
1651820005,-23,5,13,-6.5
1651820007,-22,6,12,-0.5
1651820009,-22,6,12,0.0
1651820011,-24,6,15,1.5
1651820013,-22,7,12,-1.5
1651820015,-23,5,13,0.5
