utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651761764,-28,6,23,-1.5
1651761766,-28,6,23,0.0
1651761768,-31,6,33,5.0
1651761770,-30,6,29,-2.0
1651761772,-27,6,21,-4.0
1651761774,-26,6,18,-1.5
1651761776,-31,4,33,7.5
1651761778,-31,4,33,0.0
1651761780,-28,4,23,-5.0
1651761782,-29,4,26,1.5
1651761784,-28,6,23,-1.5
1651761786,-30,6,29,3.0
1651761788,-32,6,37,4.0
1651761790,-23,6,13,-12.0
1651761792,-27,4,21,4.0
1651761794,-27,4,21,0.0
1651761796,-28,4,23,1.0
1651761798,-27,4,21,-1.0
1651761800,-30,6,29,4.0
1651761802,-29,6,26,-1.5
1651761804,-27,6,21,-2.5
1651761806,-27,6,21,0.0
1651761808,-27,6,21,0.0
1651761810,-28,6,23,1.0
1651761812,-26,6,18,-2.5
1651761814,-28,6,23,2.5
1651761816,-30,6,29,3.0
1651761818,-29,6,26,-1.5
1651761820,-28,6,23,-1.5
1651761822,-30,4,29,3.0
1651761824,-27,4,21,-4.0
1651761826,-25,6,16,-2.5
1651761828,-29,6,26,5.0
1651761830,-27,6,21,-2.5
1651761832,-29,6,26,2.5
1651761834,-30,6,29,1.5
1651761836,-28,6,23,-3.0
1651761838,-27,6,21,-1.0
1651761840,-34,6,46,12.5
1651761842,-26,6,18,-14.0
1651761844,-27,6,21,1.5
1651761846,-32,6,37,8.0
1651761848,-33,6,41,2.0
1651761850,-30,6,29,-6.0
1651761852,-26,6,18,-5.5
1651761854,-27,6,21,1.5
1651761856,-30,6,29,4.0
1651761858,-35,6,52,11.5
1651761860,-29,6,26,-13.0
1651761862,-29,6,26,0.0
1651761864,-26,6,18,-4.0
1651761866,-28,4,23,2.5
1651761868,-30,6,29,3.0
1651761870,-26,6,18,-5.5
1651761872,-27,6,21,1.5
1651761874,-27,6,21,0.0
1651761876,-30,6,29,4.0
1651761878,-32,6,37,4.0
1651761880,-30,6,29,-4.0
1651761882,-29,6,26,-1.5
1651761884,-29,6,26,0.0
1651761886,-28,6,23,-1.5
1651761888,-28,6,23,0.0
1651761890,-27,6,21,-1.0
1651761892,-29,6,26,2.5
1651761894,-28,6,23,-1.5
1651761896,-28,6,23,0.0
1651761898,-27,6,21,-1.0
1651761900,-30,6,29,4.0
1651761902,-26,6,18,-5.5
1651761904,-30,6,29,5.5
1651761906,-29,4,26,-1.5
1651761908,-30,4,29,1.5
1651761910,-26,4,18,-5.5
1651761912,-29,4,26,4.0
1651761914,-27,4,21,-2.5
1651761916,-32,4,37,8.0
1651761918,-34,4,46,4.5
1651761920,-34,4,46,0.0
1651761922,-27,6,21,-12.5
1651761924,-28,4,23,1.0
1651761926,-28,4,23,0.0
1651761928,-29,4,26,1.5
1651761930,-28,4,23,-1.5
1651761932,-35,6,52,14.5
1651761934,-26,6,18,-17.0
1651761936,-27,6,21,1.5
1651761938,-28,6,23,1.0
1651761940,-29,6,26,1.5
1651761942,-29,6,26,0.0
1651761944,-25,6,16,-5.0
1651761946,-29,6,26,5.0
1651761948,-27,6,21,-2.5
1651761950,-30,6,29,4.0
1651761952,-28,6,23,-3.0
1651761954,-28,4,23,0.0
1651761956,-30,4,29,3.0
1651761958,-27,2,21,-4.0
1651761960,-29,2,26,2.5
1651761962,-29,4,26,0.0
1651761964,-27,4,21,-2.5
1651761966,-29,4,26,2.5
1651761968,-28,4,23,-1.5
1651761970,-28,4,23,0.0
1651761972,-28,4,23,0.0
1651761974,-28,4,23,0.0
1651761976,-29,4,26,1.5
1651761978,-29,4,26,0.0
1651761980,-29,4,26,0.0
1651761982,-29,6,26,0.0
1651761984,-25,6,16,-5.0
1651761986,-33,6,41,12.5
1651761988,-27,6,21,-10.0
1651761990,-32,6,37,8.0
1651761992,-29,6,26,-5.5
1651761994,-30,4,29,1.5
1651761996,-29,6,26,-1.5
1651761998,-27,4,21,-2.5
1651762000,-29,4,26,2.5
1651762002,-29,6,26,0.0
1651762004,-28,6,23,-1.5
1651762006,-27,6,21,-1.0
1651762008,-28,6,23,1.0
1651762010,-28,6,23,0.0
1651762012,-33,6,41,9.0
1651762014,-26,6,18,-11.5
1651762016,-29,6,26,4.0
1651762018,-30,6,29,1.5
1651762020,-28,6,23,-3.0
1651762022,-29,6,26,1.5
1651762024,-28,6,23,-1.5
1651762026,-30,6,29,3.0
1651762028,-28,6,23,-3.0
1651762030,-28,6,23,0.0
1651762032,-29,6,26,1.5
1651762034,-26,6,18,-4.0
1651762036,-30,6,29,5.5
1651762038,-28,6,23,-3.0
1651762040,-32,6,37,7.0
1651762042,-27,6,21,-8.0
1651762044,-28,6,23,1.0
1651762046,-32,6,37,7.0
1651762048,-28,6,23,-7.0
1651762050,-29,6,26,1.5
1651762052,-27,6,21,-2.5
1651762054,-28,4,23,1.0
1651762056,-29,6,26,1.5
1651762058,-28,6,23,-1.5
1651762060,-28,6,23,0.0
1651762062,-28,6,23,0.0
1651762064,-30,6,29,3.0
1651762066,-29,6,26,-1.5
1651762068,-29,6,26,0.0
1651762070,-28,6,23,-1.5
1651762072,-28,6,23,0.0
1651762074,-27,6,21,-1.0
1651762076,-26,6,18,-1.5
1651762078,-31,6,33,7.5
1651762080,-28,6,23,-5.0
1651762082,-28,6,23,0.0
1651762084,-28,6,23,0.0
1651762086,-30,6,29,3.0
1651762088,-31,6,33,2.0
1651762090,-28,6,23,-5.0
1651762092,-35,6,52,14.5
1651762094,-29,6,26,-13.0
1651762096,-27,6,21,-2.5
1651762098,-29,6,26,2.5
1651762100,-34,6,46,10.0
1651762102,-29,6,26,-10.0
1651762104,-29,6,26,0.0
1651762106,-27,4,21,-2.5
1651762108,-31,6,33,6.0
1651762110,-27,6,21,-6.0
1651762112,-31,6,33,6.0
1651762114,-28,6,23,-5.0
1651762116,-29,4,26,1.5
1651762118,-30,4,29,1.5
1651762120,-31,4,33,2.0
1651762122,-27,4,21,-6.0
1651762124,-29,4,26,2.5
1651762126,-30,6,29,1.5
1651762128,-28,4,23,-3.0
1651762130,-29,4,26,1.5
1651762132,-27,4,21,-2.5
1651762134,-27,4,21,0.0
1651762136,-29,4,26,2.5
1651762138,-28,6,23,-1.5
1651762140,-29,6,26,1.5
1651762142,-30,6,29,1.5
1651762144,-29,6,26,-1.5
1651762146,-27,6,21,-2.5
1651762148,-29,6,26,2.5
1651762150,-30,6,29,1.5
1651762152,-28,6,23,-3.0
1651762154,-27,6,21,-1.0
1651762156,-25,6,16,-2.5
1651762158,-29,6,26,5.0
1651762160,-28,6,23,-1.5
1651762162,-27,6,21,-1.0
1651762164,-29,6,26,2.5
1651762166,-28,6,23,-1.5
1651762168,-36,6,58,17.5
1651762170,-29,6,26,-16.0
1651762172,-34,6,46,10.0
