utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651804392,-28,12,23,-3.0
1651804394,-29,14,26,1.5
1651804396,-32,14,37,5.5
1651804398,-32,12,37,0.0
1651804400,-29,6,26,-5.5
1651804402,-28,6,23,-1.5
1651804404,-22,6,12,-5.5
1651804406,-33,6,41,14.5
1651804408,-28,6,23,-9.0
1651804410,-29,7,26,1.5
1651804412,-25,7,16,-5.0
1651804414,-27,11,21,2.5
1651804416,-28,14,23,1.0
1651804418,-30,14,29,3.0
1651804420,-28,11,23,-3.0
1651804422,-27,11,21,-1.0
1651804424,-30,13,29,4.0
1651804426,-28,11,23,-3.0
1651804428,-26,11,18,-2.5
1651804430,-29,12,26,4.0
1651804432,-28,12,23,-1.5
1651804434,-29,12,26,1.5
1651804436,-29,12,26,0.0
1651804438,-28,5,23,-1.5
1651804440,-30,12,29,3.0
1651804442,-26,12,18,-5.5
1651804444,-29,12,26,4.0
1651804446,-29,14,26,0.0
1651804448,-29,14,26,0.0
1651804450,-31,14,33,3.5
1651804452,-28,12,23,-5.0
1651804454,-29,13,26,1.5
1651804456,-30,13,29,1.5
1651804458,-28,15,23,-3.0
1651804460,-27,11,21,-1.0
1651804462,-41,14,103,41.0
1651804464,-33,6,41,-31.0
1651804466,-24,14,15,-13.0
1651804468,-30,14,29,7.0
1651804470,-33,14,41,6.0
1651804472,-26,4,18,-11.5
1651804474,-29,5,26,4.0
1651804476,-28,5,23,-1.5
1651804478,-27,5,21,-1.0
1651804480,-29,5,26,2.5
1651804482,-28,5,23,-1.5
1651804484,-22,5,12,-5.5
1651804486,-33,13,41,14.5
1651804488,-27,13,21,-10.0
1651804490,-20,15,9,-6.0
1651804492,-31,15,33,12.0
1651804494,-27,7,21,-6.0
1651804496,-28,7,23,1.0
1651804498,-28,15,23,0.0
1651804500,-27,7,21,-1.0
1651804502,-27,7,21,0.0
1651804504,-26,13,18,-1.5
1651804506,-27,3,21,1.5
1651804508,-26,3,18,-1.5
1651804510,-30,3,29,5.5
1651804512,-18,2,7,-11.0
1651804514,-26,3,18,5.5
1651804516,-29,5,26,4.0
1651804518,-27,5,21,-2.5
1651804520,-27,5,21,0.0
1651804522,-25,5,16,-2.5
1651804524,-28,5,23,3.5
1651804526,-31,5,33,5.0
1651804528,-29,5,26,-3.5
1651804530,-28,12,23,-1.5
